StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q31,Q34,Q1,Q3,Q9,Q11,Q6,Q23,Q22,Q22_4_TEXT,Q24,Q7,Q7_4_TEXT,Q4,Q5,Q5_4_TEXT,Q36,Q38,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q48,Q52,Q53,Q54,Q55,rid,gender,ethnicity,education,region,age,hhi,hispanic,political_party,zip,Group
11/16/2018 17:23,11/16/2018 17:26,IP Address,70.106.196.159,100,218,TRUE,11/16/2018 17:26,R_7QYKLBXN06GyFPj,,,,,39.01800537,-77.53900146,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$150,000 or more",Daily,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,Fox News,,Central,Republican,,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,,,,,,45,,,,,Placebo
11/14/2018 17:58,11/14/2018 17:59,IP Address,73.153.213.3,8,62,FALSE,11/16/2018 18:00,R_2rDxsijBeCUQBt1,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/14/2018 18:10,11/14/2018 18:11,IP Address,24.220.248.220,8,37,FALSE,11/16/2018 18:12,R_12R3oaV66zDn06J,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/14/2018 19:44,11/14/2018 19:45,IP Address,74.96.171.181,23,78,FALSE,11/16/2018 19:45,R_27mo9ELCLbkp7qE,,,,,,,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$150,000 or more",Weekly,"Radio broadcast,Online Media",,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,
11/16/2018 23:54,11/17/2018 0:05,IP Address,178.203.233.34,100,684,TRUE,11/17/2018 0:05,R_3OqxVee5GwiXbzM,,,,,50.08410645,8.591598511,anonymous,EN,Currently living outside of the United States of America,Yes,41-50,Female,Bachelor's degree in college (4-year),"$150,000 or more",Multiple times per day,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Never,"CNN,Other",,Left leaning,Democrat,,Almost Never,Almost Never,Sometimes,Fairly Often,Very Often,Very Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Almost Never,Very Often,Fairly Often,Sometimes,,,,,,45,,,,,Control
11/15/2018 8:31,11/15/2018 8:32,IP Address,76.10.0.55,18,44,FALSE,11/17/2018 8:32,R_27JuIZqvIklJkkm,,,,,,,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$70,000 to $79,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,
11/17/2018 10:41,11/17/2018 10:45,IP Address,197.232.39.245,100,251,TRUE,11/17/2018 10:45,R_3HRApHiIO7DAvtE,,,,,-1.283294678,36.81669617,anonymous,EN,Currently living outside of the United States of America,Yes,31-40,Male,Master's degree,"$150,000 or more",Multiple times per day,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN,Other","BBC, Al Jazeera",Left leaning,Democrat,,Almost Never,Almost Never,Sometimes,Very Often,Very Often,Very Often,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Very Often,Sometimes,Almost Never,,,,,,35,,,,,Placebo
11/17/2018 12:00,11/17/2018 12:10,IP Address,69.255.42.100,100,624,TRUE,11/17/2018 12:10,R_2P4EKdOJ2kAYHws,,,,,38.93179321,-77.35269928,anonymous,EN,Currently living in the United States of America,,51-60,Female,Master's degree,"$150,000 or more",Multiple times per day,"Radio broadcast,Online Media","Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"CNN,Other",,Left leaning,Democrat,,Sometimes,Almost Never,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Almost Never,,,,,,55,,,,,Treatment
11/15/2018 15:21,11/15/2018 15:22,IP Address,173.227.201.128,8,79,FALSE,11/17/2018 15:23,R_3kNSft1YvvqmwFP,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/15/2018 19:19,11/15/2018 19:19,IP Address,24.20.175.240,3,15,FALSE,11/17/2018 19:19,R_2aqSDq3JmexOBvm,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/15/2018 22:09,11/15/2018 22:12,IP Address,73.111.129.45,45,140,FALSE,11/17/2018 22:12,R_2ClUYdpaJmL46oM,,,,,,,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$150,000 or more",Daily,"Radio broadcast,Online Media,Word of Mouth","Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Never,Other,None,Central,Republican,,,,,,,,,,,,,,,,,,,,,45,,,,,Placebo
11/17/2018 22:46,11/17/2018 22:50,IP Address,32.209.200.111,100,256,TRUE,11/17/2018 22:50,R_3HqxeOM1Ru7ddca,,,,,41.16920471,-73.26809692,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$150,000 or more",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Rarely,"Reuters,CNN,Other",NPR,Left leaning,Democrat,,Fairly Often,Fairly Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Almost Never,Sometimes,Fairly Often,Very Often,Sometimes,Fairly Often,,,,,,45,,,,,Treatment
11/16/2018 8:56,11/16/2018 8:57,IP Address,64.71.30.218,8,70,FALSE,11/18/2018 8:57,R_3MSe7SPsi7l4VhX,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/18/2018 18:19,11/18/2018 19:08,IP Address,73.226.85.32,100,2925,TRUE,11/18/2018 19:08,R_3MSvLvmDPpkaxjW,,,,,39.43200684,-74.69619751,anonymous,EN,Currently living in the United States of America,,51-60,Female,Doctoral degree,"$100,000 to $149,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Reuters,Other",BBC,Central,Democrat,,Almost Never,Fairly Often,Sometimes,Very Often,Sometimes,Very Often,Sometimes,Almost Never,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Fairly Often,,,,,,55,,,,,Placebo
11/18/2018 22:51,11/18/2018 22:54,IP Address,72.199.170.47,100,183,TRUE,11/18/2018 22:54,R_2YgqOz5wSuA3Mq1,,,,,32.8177948,-116.9223022,anonymous,EN,Currently living in the United States of America,,31-40,Male,Master's degree,"$150,000 or more",Multiple times per day,"Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Other,"BBC, Al Jazeera",Central,Republican,,Almost Never,Never,Fairly Often,Very Often,Very Often,Very Often,Very Often,Never,Fairly Often,Fairly Often,Almost Never,Very Often,Very Often,Almost Never,,,,,,35,,,,,Treatment
11/17/2018 10:20,11/17/2018 10:20,IP Address,104.34.132.164,3,10,FALSE,11/19/2018 10:20,R_rpCGIIvkuZW7XxL,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/19/2018 10:43,11/19/2018 10:47,IP Address,74.118.5.254,100,253,TRUE,11/19/2018 10:47,R_1OuWfoIYUghcdMC,,,,,27.87379456,-82.63999939,anonymous,EN,Currently living in the United States of America,,31-40,Male,Bachelor's degree in college (4-year),"$100,000 to $149,999",Weekly,"Television broadcast,Online Media,Word of Mouth","Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,Other,I dont feel there is an unbias source of information any longer ,Right leaning,Republican,,Sometimes,Almost Never,Almost Never,Fairly Often,Fairly Often,Very Often,Sometimes,Never,Fairly Often,Sometimes,Almost Never,Sometimes,Sometimes,Sometimes,,,,,,35,,,,,Treatment
11/19/2018 10:50,11/19/2018 10:55,IP Address,199.253.244.19,100,329,TRUE,11/19/2018 10:55,R_CfBYOuypCJNnP3z,,,,,40.73390198,-74.00540161,anonymous,EN,Currently living in the United States of America,,21-30,Female,Bachelor's degree in college (4-year),"$60,000 to $69,999",Multiple times per day,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,Reuters,,Left leaning,Democrat,,Very Often,Fairly Often,Very Often,Very Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Almost Never,Very Often,Very Often,Sometimes,Fairly Often,,,,,,25,,,,,Treatment
11/19/2018 10:52,11/19/2018 10:58,IP Address,174.216.0.134,100,349,TRUE,11/19/2018 10:58,R_3O9twXoZkLLPnUW,,,,,47.63389587,-122.3475952,anonymous,EN,Currently living in the United States of America,,31-40,Male,Master's degree,"$100,000 to $149,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Fox News,Reuters",,Right leaning,Republican,,Almost Never,Never,Sometimes,Very Often,Fairly Often,Very Often,Fairly Often,Almost Never,Fairly Often,Very Often,Almost Never,Fairly Often,Very Often,Almost Never,,,,,,35,,,,,Placebo
11/19/2018 12:01,11/19/2018 12:06,IP Address,199.191.109.186,100,311,TRUE,11/19/2018 12:06,R_28CLlzImYMR3Mzn,,,,,39.37409973,-74.61180115,anonymous,EN,Currently living in the United States of America,,51-60,Male,Master's degree,"$150,000 or more",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Through an aggregator (Google News, The Skimm, etc.)",,Sometimes,Other,CBC,Central,Other,LIBERTARIAN ,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Sometimes,Almost Never,Fairly Often,Very Often,Sometimes,Fairly Often,,,,,,55,,,,,Placebo
11/20/2018 4:53,11/20/2018 4:57,IP Address,141.151.20.32,100,257,TRUE,11/20/2018 4:57,R_1OOgYxvllegjZtf,,,,,39.95970154,-75.20240021,anonymous,EN,Currently living in the United States of America,,21-30,Transgender,Bachelor's degree in college (4-year),"$20,000 to $29,999",Multiple times per day,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Other,I take everything with a grain of salt,Left leaning,Other,Green party,Very Often,Sometimes,Very Often,Sometimes,Almost Never,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,Fairly Often,Very Often,Fairly Often,Very Often,,,,,,25,,,,,Treatment
11/20/2018 4:58,11/20/2018 5:02,IP Address,141.151.20.32,100,242,TRUE,11/20/2018 5:02,R_27j2aSWrC26co8e,,,,,39.95970154,-75.20240021,anonymous,EN,Currently living in the United States of America,,0-20,Male,Some college but no degree,"Less than $10,000",Daily,"Television broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,CNN,,Left leaning,Other,n/a,Sometimes,Almost Never,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Fairly Often,Almost Never,Sometimes,Sometimes,Very Often,Almost Never,Almost Never,,,,,,18,,,,,Placebo
11/20/2018 19:56,11/20/2018 20:04,IP Address,72.186.122.243,100,466,TRUE,11/20/2018 20:04,R_10r8gDJ4uUElWzh,,,,,27.81700134,-82.62640381,anonymous,EN,Currently living in the United States of America,,21-30,Female,Master's degree,"$150,000 or more",Multiple times per day,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Reuters,Other",Associated Press,Central,Republican,,Never,Almost Never,Fairly Often,Very Often,Very Often,Very Often,Very Often,Almost Never,Fairly Often,Fairly Often,Never,Sometimes,Sometimes,Almost Never,,,,,,25,,,,,Treatment
11/18/2018 22:20,11/18/2018 22:20,IP Address,208.59.176.28,8,23,FALSE,11/20/2018 20:12,R_1f7s5ORa1EnpNMB,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
